administrative_area_level_1,administrative_area_level_2,administrative_area_level_3
Croatia,Brodsko-posavska,
Croatia,Sisacko-moslavacka,
Croatia,Zadarska,
Croatia,Dubrovacko-neretvanska,
Croatia,Vukovarsko-srijemska,
Croatia,Zagrebacka,
Croatia,Medimurska,
Croatia,Bjelovarsko-bilogorska,
Croatia,Krapinsko-zagorska županija,
Croatia,,
Croatia,Osjecko-baranjska,
Croatia,Istarska,
Croatia,Licko-senjska,
Cuba,,
Curacao,,
Cyprus,,
Czech Republic,Jihočeský,Ceský Krumlov
Czech Republic,Olomoucký,
Czech Republic,Olomoucký,Olomouc
Czech Republic,Jihočeský,Strakonice
Czech Republic,Liberecký,Jablonec nad Nisou
Czech Republic,Karlovarský,Karlovy Vary
Czech Republic,Středočeský,
Czech Republic,Jihomoravský,Znojmo
Czech Republic,Jihomoravský,Brno-venkov
Czech Republic,Moravskoslezský,Ostrava-mesto
Czech Republic,Moravskoslezský,Frýdek-Místek
Czech Republic,Středočeský,Beroun
Czech Republic,Středočeský,Melník
Czech Republic,Praha,
Czech Republic,Karlovarský,
Czech Republic,Plzeňský,Klatovy
Czech Republic,Ústecký,Teplice
Czech Republic,Ústecký,Chomutov
Czech Republic,Královéhradecký,Jicín
Czech Republic,Zlínský,Uherské Hradište
Czech Republic,Plzeňský,Rokycany
Czech Republic,Liberecký,
Czech Republic,Pardubický,Pardubice
Czech Republic,Vysočina,Jihlava
Czech Republic,Středočeský,Rakovník
Czech Republic,Vysočina,Pelhrimov
Czech Republic,Pardubický,Svitavy
Czech Republic,Středočeský,Príbram
Czech Republic,Zlínský,Vsetín
Czech Republic,Plzeňský,Tachov
Czech Republic,Královéhradecký,Náchod
Czech Republic,Ústecký,Litomerice
Czech Republic,Ústecký,Ústí nad Labem
Czech Republic,Plzeňský,Plzen-mesto
Czech Republic,Moravskoslezský,Karviná
Czech Republic,Jihočeský,
Czech Republic,Středočeský,Mladá Boleslav
Czech Republic,Jihomoravský,
Czech Republic,Středočeský,Kladno
Czech Republic,Karlovarský,Sokolov
Czech Republic,Liberecký,Liberec
Czech Republic,Olomoucký,Prostejov
Czech Republic,Jihočeský,Tábor
Czech Republic,Jihočeský,Jindrichuv Hradec
Czech Republic,Jihomoravský,Brno-mesto
Czech Republic,Jihomoravský,Vyškov
Czech Republic,Středočeský,Benešov
Czech Republic,Středočeský,Kutná Hora
Czech Republic,Moravskoslezský,Opava
Czech Republic,Středočeský,Praha-východ
Czech Republic,Moravskoslezský,Bruntál
Czech Republic,Jihomoravský,Breclav
Czech Republic,,
Czech Republic,Zlínský,
Czech Republic,Jihočeský,Ceské Budejovice
Czech Republic,Olomoucký,Šumperk
Czech Republic,Olomoucký,Jeseník
Czech Republic,Jihočeský,Prachatice
Czech Republic,Karlovarský,Cheb
Czech Republic,Liberecký,Ceská Lípa
Czech Republic,Královéhradecký,
Czech Republic,Vysočina,Ždár nad Sázavou
Czech Republic,Pardubický,Chrudim
Czech Republic,Vysočina,Havlíckuv Brod
Czech Republic,Plzeňský,Domažlice
Czech Republic,Ústecký,
Czech Republic,Ústecký,Most
Czech Republic,Královéhradecký,Trutnov
Czech Republic,Královéhradecký,Hradec Králové
Czech Republic,Ústecký,Decín
Czech Republic,Zlínský,Kromeríž
Czech Republic,Plzeňský,Plzen-sever
Czech Republic,Plzeňský,Plzen-jih
Czech Republic,Královéhradecký,Rychnov nad Knežnou
Czech Republic,Ústecký,Louny
Czech Republic,Zlínský,Zlín
Czech Republic,Středočeský,Praha-západ
Czech Republic,Pardubický,Ústí nad Orlicí
Czech Republic,Pardubický,
Czech Republic,Vysočina,Trebíc
Czech Republic,Jihomoravský,Blansko
Czech Republic,Jihomoravský,Hodonín
Czech Republic,Jihočeský,Písek
Czech Republic,Olomoucký,Prerov
Czech Republic,Liberecký,Semily
Czech Republic,Středočeský,Kolín
Czech Republic,Moravskoslezský,
Czech Republic,Vysočina,
Czech Republic,Praha,Praha
Czech Republic,Středočeský,Nymburk
Czech Republic,Plzeňský,
Czech Republic,Moravskoslezský,Nový Jicín
Denmark,Sjælland,Odsherred
Denmark,Midtjylland,Syddjurs
Denmark,Hovedstaden,Gentofte
Denmark,Hovedstaden,Brøndby
Denmark,Sjælland,Greve
Denmark,Midtjylland,Herning
Denmark,Hovedstaden,Frederiksberg
Denmark,Sjælland,Holbæk
Denmark,Hovedstaden,Hvidovre
Denmark,Syddanmark,Fanø
Denmark,Syddanmark,Nordfyn
Denmark,Syddanmark,Aabenraa
Denmark,Hovedstaden,Herlev
Denmark,Sjælland,Stevns
Denmark,Sjælland,Kalundborg
Denmark,Hovedstaden,Furesø
Denmark,Syddanmark,Varde
Denmark,Nordjylland,Morsø
Denmark,Sjælland,Vordingborg
Denmark,Hovedstaden,Lyngby-Taarbæk
Denmark,Midtjylland,Odder
Denmark,Hovedstaden,Hørsholm
Denmark,Midtjylland,Viborg
Denmark,Sjælland,Guldborgsund
Denmark,Hovedstaden,Tårnby
Denmark,Midtjylland,Hedensted
Denmark,,
Denmark,Midtjylland,Skanderborg
Denmark,Nordjylland,Frederikshavn
Denmark,Nordjylland,Mariagerfjord
Denmark,Hovedstaden,Helsingør
Denmark,Midtjylland,Norddjurs
Denmark,Syddanmark,Fredericia
Denmark,Midtjylland,Ikast-Brande
Denmark,Hovedstaden,
Denmark,Nordjylland,Rebild
Denmark,Midtjylland,Horsens
Denmark,Midtjylland,Silkeborg
Denmark,Hovedstaden,Hillerød
Denmark,Syddanmark,Kerteminde
Denmark,Syddanmark,Sønderborg
Denmark,Hovedstaden,Egedal
Denmark,Sjælland,Sorø
Denmark,Syddanmark,Tønder
Denmark,Syddanmark,Nyborg
Denmark,Sjælland,Lejre
Denmark,Hovedstaden,Frederikssund
Denmark,Midtjylland,
Denmark,Hovedstaden,Allerød
Denmark,Hovedstaden,København
Denmark,Sjælland,Ringsted
Denmark,Sjælland,Næstved
Denmark,Nordjylland,Læsø
Denmark,Hovedstaden,Gribskov
Denmark,Syddanmark,Kolding
Denmark,Nordjylland,
Denmark,Nordjylland,Hjørring
Denmark,Hovedstaden,Ishøj
Denmark,Syddanmark,
Denmark,Midtjylland,Ringkøbing-Skjern
Denmark,Nordjylland,Thisted
Denmark,Hovedstaden,Halsnæs
Denmark,Sjælland,Lolland
Denmark,Hovedstaden,Vallensbæk
Denmark,Sjælland,Slagelse
Denmark,Hovedstaden,Rudersdal
Denmark,Syddanmark,Billund
Denmark,Sjælland,Solrød
Denmark,Syddanmark,Faaborg-Midtfyn
Denmark,Syddanmark,Vejle
Denmark,Hovedstaden,Høje Tåstrup
Denmark,Midtjylland,Randers
Denmark,Syddanmark,Langeland
Denmark,Hovedstaden,Glostrup
Denmark,Midtjylland,Lemvig
Denmark,Midtjylland,Holstebro
Denmark,Sjælland,Roskilde
Denmark,Hovedstaden,Albertslund
Denmark,Syddanmark,Esbjerg
Denmark,Syddanmark,Odense
Denmark,Syddanmark,Vejen
Denmark,Syddanmark,Ærø
Denmark,Nordjylland,Vesthimmerland
Denmark,Midtjylland,Struer
Denmark,Hovedstaden,Rødovre
Denmark,Syddanmark,Svendborg
Denmark,Sjælland,Faxe
Denmark,Midtjylland,Skive
Denmark,Syddanmark,Assens
Denmark,Hovedstaden,Ballerup
Denmark,Hovedstaden,Dragør
Denmark,Midtjylland,Århus
Denmark,Hovedstaden,Gladsaxe
Denmark,Nordjylland,Aalborg
Denmark,Hovedstaden,Bornholm
Denmark,Sjælland,Køge
Denmark,Sjælland,
Denmark,Hovedstaden,Fredensborg
Denmark,Midtjylland,Favrskov
Denmark,Syddanmark,Haderslev
Denmark,Syddanmark,Middelfart
Denmark,Nordjylland,Jammerbugt
Denmark,Nordjylland,Brønderslev
Denmark,Midtjylland,Samsø
Denmark,Hovedstaden,Christiansø
Diamond Princess,,
Djibouti,,
Dominica,,
Dominican Republic,,
Ecuador,,
Egypt,,
El Salvador,,
Equatorial Guinea,,
Eritrea,,
Estonia,,
Ethiopia,,
Falkland Islands (Malvinas),,
Faroe Islands,,
Fiji,,
Finland,,
France,Occitanie,Gard
France,Auvergne-Rhône-Alpes,Rhône
France,Occitanie,Hérault
France,Centre-Val de Loire,
France,Normandie,Orne
France,Nouvelle-Aquitaine,Vienne
France,Occitanie,Hautes-Pyrénées
France,Occitanie,Tarn-et-Garonne
France,Nouvelle-Aquitaine,
France,Normandie,
France,Auvergne-Rhône-Alpes,Isère
France,Bourgogne-Franche-Comté,Saône-et-Loire
France,Guyane,
France,Île-de-France,Paris
France,Île-de-France,Hauts-de-Seine
France,Centre-Val de Loire,Eure-et-Loir
France,Nouvelle-Aquitaine,Deux-Sèvres
France,Nouvelle-Aquitaine,Dordogne
France,Grand Est,Marne
France,Grand Est,Ardennes
France,Grand Est,Meuse
France,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence
France,Hauts-de-France,Nord
France,Grand Est,Aube
France,Normandie,Calvados
France,La Réunion,
France,Pays de la Loire,Maine-et-Loire
France,Centre-Val de Loire,Loir-et-Cher
France,Centre-Val de Loire,Cher
France,Centre-Val de Loire,Loiret
France,Corse,Corse-du-Sud
France,Occitanie,Lozère
France,Auvergne-Rhône-Alpes,Cantal
France,Occitanie,Aude
France,Pays de la Loire,Loire-Atlantique
France,Nouvelle-Aquitaine,Corrèze
France,Nouvelle-Aquitaine,Landes
France,Grand Est,Meurthe-et-Moselle
France,Grand Est,
France,Occitanie,Ariège
France,Normandie,Manche
France,Bourgogne-Franche-Comté,Nièvre
France,Provence-Alpes-Côte d'Azur,Hautes-Alpes
France,Île-de-France,
France,Auvergne-Rhône-Alpes,Ain
France,,
France,Bretagne,Finistère
France,Auvergne-Rhône-Alpes,Haute-Savoie
France,Île-de-France,Seine-Saint-Denis
France,Martinique,
France,Mayotte,
France,Bourgogne-Franche-Comté,Haute-Saône
France,Bourgogne-Franche-Comté,Doubs
France,Île-de-France,Yvelines
France,Bourgogne-Franche-Comté,Côte-d'Or
France,Bretagne,Ille-et-Vilaine
France,Grand Est,Haut-Rhin
France,Occitanie,Haute-Garonne
France,Bourgogne-Franche-Comté,Jura
France,Provence-Alpes-Côte d'Azur,
France,Nouvelle-Aquitaine,Pyrénées-Atlantiques
France,Provence-Alpes-Côte d'Azur,Var
France,Hauts-de-France,Oise
France,Nouvelle-Aquitaine,Haute-Vienne
France,Nouvelle-Aquitaine,Creuse
France,Normandie,Eure
France,Pays de la Loire,Sarthe
France,Île-de-France,Val-d'Oise
France,Normandie,Seine-Maritime
France,Île-de-France,Essonne
France,Saint Pierre et Miquelon,
France,Hauts-de-France,Pas-de-Calais
France,Pays de la Loire,Vendée
France,Occitanie,
France,Occitanie,Pyrénées-Orientales
France,Occitanie,Tarn
France,Nouvelle-Aquitaine,Gironde
France,Bourgogne-Franche-Comté,Yonne
France,Bourgogne-Franche-Comté,
France,Centre-Val de Loire,Indre-et-Loire
France,Martinique,Martinique
France,Auvergne-Rhône-Alpes,Loire
France,Pays de la Loire,
France,Corse,Haute-Corse
France,Occitanie,Lot
France,Saint Barthélemy,Saint Barthélemy
France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône
France,Nouvelle-Aquitaine,Charente-Maritime
France,Mayotte,Mayotte
France,Auvergne-Rhône-Alpes,Allier
France,Auvergne-Rhône-Alpes,Ardèche
France,Grand Est,Haute-Marne
France,Bretagne,Morbihan
France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes
France,Hauts-de-France,Aisne
France,Grand Est,Moselle
France,Pays de la Loire,Mayenne
France,Guadeloupe,Guadeloupe
France,Saint Martin,
France,Nouvelle-Aquitaine,Lot-et-Garonne
France,Bretagne,
France,Auvergne-Rhône-Alpes,Haute-Loire
France,Nouvelle-Aquitaine,Charente
France,Occitanie,Aveyron
France,Grand Est,Bas-Rhin
France,Hauts-de-France,Somme
France,Corse,
France,Auvergne-Rhône-Alpes,Puy-de-Dôme
France,Provence-Alpes-Côte d'Azur,Vaucluse
France,Centre-Val de Loire,Indre
France,Grand Est,Vosges
France,Occitanie,Gers
France,Auvergne-Rhône-Alpes,Drôme
France,Bretagne,Côtes-d'Armor
France,Hauts-de-France,
France,Guadeloupe,
France,Île-de-France,Seine-et-Marne
France,Bourgogne-Franche-Comté,Territoire de Belfort
France,Auvergne-Rhône-Alpes,Savoie
France,Île-de-France,Val-de-Marne
France,Auvergne-Rhône-Alpes,
France,Saint Barthélemy,
France,Saint Pierre et Miquelon,Saint Pierre et Miquelon
France,La Réunion,La Réunion
France,Saint Martin,Saint Martin
France,Guyane,Guyane
French Guiana,,
French Polynesia,,
Gabon,,
Gambia,,
Georgia,,
Germany,Baden-Württemberg,LK Freudenstadt
Germany,Baden-Württemberg,LK Waldshut
Germany,Mecklenburg-Vorpommern,LK Nordwestmecklenburg
Germany,Hessen,LK Rheingau-Taunus-Kreis
Germany,Nordrhein-Westfalen,LK Soest
Germany,Baden-Württemberg,LK Sigmaringen
Germany,Nordrhein-Westfalen,LK Siegen-Wittgenstein
Germany,Nordrhein-Westfalen,LK Rheinisch-Bergischer Kreis
Germany,Thüringen,SK Suhl
Germany,Sachsen,LK Görlitz
Germany,Hessen,LK Waldeck-Frankenberg
Germany,Nordrhein-Westfalen,LK Paderborn
Germany,Berlin,SK Berlin Steglitz-Zehlendorf
Germany,Nordrhein-Westfalen,LK Heinsberg
Germany,Nordrhein-Westfalen,LK Unna
Germany,Hessen,LK Main-Kinzig-Kreis
Germany,Nordrhein-Westfalen,LK Wesel
Germany,Hessen,LK Vogelsbergkreis
Germany,Bremen,SK Bremerhaven
Germany,Hessen,LK Gießen
Germany,Sachsen,LK Mittelsachsen
Germany,Hessen,LK Bergstraße
Germany,Nordrhein-Westfalen,LK Warendorf
Germany,Nordrhein-Westfalen,LK Oberbergischer Kreis
Germany,Berlin,SK Berlin Friedrichshain-Kreuzberg
Germany,Hessen,LK Fulda
Germany,Nordrhein-Westfalen,LK Minden-Lübbecke
Germany,Niedersachsen,LK Heidekreis
Germany,Niedersachsen,SK Delmenhorst
Germany,Rheinland-Pfalz,LK Westerwaldkreis
Germany,Niedersachsen,LK Wolfenbüttel
Germany,Niedersachsen,LK Oldenburg
Germany,Niedersachsen,SK Wilhelmshaven
Germany,Brandenburg,SK Frankfurt (Oder)
Germany,Berlin,SK Berlin Reinickendorf
Germany,Niedersachsen,SK Braunschweig
Germany,Baden-Württemberg,LK Tuttlingen
Germany,Sachsen-Anhalt,SK Dessau-Roßlau
Germany,Niedersachsen,LK Hildesheim
Germany,Niedersachsen,LK Lüchow-Dannenberg
Germany,Niedersachsen,LK Helmstedt
Germany,Rheinland-Pfalz,SK Kaiserslautern
Germany,Baden-Württemberg,LK Schwäbisch Hall
Germany,Niedersachsen,LK Emsland
Germany,Rheinland-Pfalz,SK Neustadt a.d.Weinstraße
Germany,Nordrhein-Westfalen,SK Hamm
Germany,Sachsen,SK Dresden
Germany,Brandenburg,LK Uckermark
Germany,Schleswig-Holstein,SK Kiel
Germany,Thüringen,LK Sömmerda
Germany,Nordrhein-Westfalen,SK Oberhausen
Germany,Nordrhein-Westfalen,SK Bochum
Germany,Bayern,
Germany,Schleswig-Holstein,LK Plön
Germany,Rheinland-Pfalz,LK Bitburg-Prüm
Germany,Bayern,SK Bamberg
Germany,Rheinland-Pfalz,LK Bad Dürkheim
Germany,Bayern,SK Ansbach
Germany,Schleswig-Holstein,
Germany,Bayern,LK Miesbach
Germany,Rheinland-Pfalz,LK Altenkirchen
Germany,Bayern,SK Augsburg
Germany,Bayern,SK Aschaffenburg
Germany,Nordrhein-Westfalen,SK Düsseldorf
Germany,Mecklenburg-Vorpommern,
Germany,Nordrhein-Westfalen,SK Münster
Germany,Bayern,SK Landshut
Germany,Thüringen,LK Unstrut-Hainich-Kreis
Germany,Bayern,SK Amberg
Germany,Nordrhein-Westfalen,
Germany,Bayern,SK Ingolstadt
Germany,Bayern,SK Schwabach
Germany,Rheinland-Pfalz,LK Kusel
Germany,Bayern,LK Pfaffenhofen a.d.Ilm
Germany,Nordrhein-Westfalen,SK Bielefeld
Germany,Nordrhein-Westfalen,SK Köln
Germany,Schleswig-Holstein,LK Herzogtum Lauenburg
Germany,Bayern,LK Ansbach
Germany,Niedersachsen,LK Vechta
Germany,Bayern,LK Ebersberg
Germany,Baden-Württemberg,LK Göppingen
Germany,Nordrhein-Westfalen,LK Coesfeld
Germany,Nordrhein-Westfalen,LK Ennepe-Ruhr-Kreis
Germany,Bayern,LK Bamberg
Germany,Bayern,LK Passau
Germany,Bayern,LK Aschaffenburg
Germany,Nordrhein-Westfalen,LK Herford
Germany,Thüringen,LK Ilm-Kreis
Germany,Baden-Württemberg,LK Ortenaukreis
Germany,Bayern,LK Aichach-Friedberg
Germany,Bayern,LK Regensburg
Germany,Bayern,LK Amberg-Sulzbach
Germany,Bayern,LK Neu-Ulm
Germany,Bayern,LK Kitzingen
Germany,Niedersachsen,LK Uelzen
Germany,Bayern,LK Deggendorf
Germany,Nordrhein-Westfalen,LK Düren
Germany,Hessen,LK Wetteraukreis
Germany,Thüringen,LK Saale-Holzland-Kreis
Germany,Nordrhein-Westfalen,LK Mettmann
Germany,Baden-Württemberg,LK Zollernalbkreis
Germany,Bayern,LK Hof
Germany,Bayern,LK Altötting
Germany,Bayern,LK Neustadt a.d.Aisch-Bad Windsheim
Germany,Nordrhein-Westfalen,LK Hochsauerlandkreis
Germany,Nordrhein-Westfalen,LK Borken
Germany,Bayern,LK Fürstenfeldbruck
Germany,Sachsen-Anhalt,LK Mansfeld-Südharz
Germany,Brandenburg,LK Oder-Spree
Germany,Nordrhein-Westfalen,LK Gütersloh
Germany,Saarland,LK Saarlouis
Germany,Bayern,LK Dingolfing-Landau
Germany,Hessen,SK Kassel
Germany,Bayern,LK Würzburg
Germany,Bayern,LK Donau-Ries
Germany,Brandenburg,LK Havelland
Germany,Sachsen-Anhalt,LK Börde
Germany,Bayern,LK Wunsiedel i.Fichtelgebirge
Germany,Nordrhein-Westfalen,LK Kleve
Germany,Hessen,SK Darmstadt
Germany,Bayern,LK Nürnberger Land
Germany,Baden-Württemberg,LK Tübingen
Germany,Bayern,LK Forchheim
Germany,,
Germany,Niedersachsen,LK Verden
Germany,Bayern,LK Haßberge
Germany,Baden-Württemberg,SK Karlsruhe
Germany,Thüringen,LK Saale-Orla-Kreis
Germany,Bayern,LK Günzburg
Germany,Baden-Württemberg,LK Emmendingen
Germany,Bayern,LK Neustadt a.d.Waldnaab
Germany,Bayern,LK Landshut
Germany,Thüringen,LK Weimarer Land
Germany,Baden-Württemberg,LK Rastatt
Germany,Bayern,LK Dachau
Germany,Niedersachsen,LK Wesermarsch
Germany,Baden-Württemberg,LK Esslingen
Germany,Bayern,LK Lichtenfels
Germany,Sachsen-Anhalt,LK Anhalt-Bitterfeld
Germany,Bayern,LK Unterallgäu
Germany,Brandenburg,LK Elbe-Elster
Germany,Bayern,LK Schweinfurt
Germany,Saarland,LK Stadtverband Saarbrücken
Germany,Saarland,LK Saar-Pfalz-Kreis
Germany,Bayern,LK Straubing-Bogen
Germany,Mecklenburg-Vorpommern,SK Schwerin
Germany,Brandenburg,LK Oberspreewald-Lausitz
Germany,Bayern,LK Freising
Germany,Sachsen-Anhalt,LK Jerichower Land
Germany,Hessen,SK Wiesbaden
Germany,Baden-Württemberg,
Germany,Schleswig-Holstein,SK Lübeck
Germany,Thüringen,LK Hildburghausen
Germany,Sachsen,SK Leipzig
Germany,Brandenburg,LK Teltow-Fläming
Germany,Nordrhein-Westfalen,SK Hagen
Germany,Nordrhein-Westfalen,SK Bonn
Germany,Bayern,SK Hof
Germany,Bremen,
Germany,Bayern,SK Nürnberg
Germany,Rheinland-Pfalz,LK Südliche Weinstraße
Germany,Bayern,LK Rosenheim
Germany,Bayern,SK Memmingen
Germany,Rheinland-Pfalz,LK Mayen-Koblenz
Germany,Thüringen,LK Kyffhäuserkreis
Germany,Nordrhein-Westfalen,SK Krefeld
Germany,Thüringen,
Germany,Thüringen,LK Eichsfeld
Germany,Brandenburg,
Germany,Rheinland-Pfalz,LK Bad Kreuznach
Germany,Rheinland-Pfalz,LK Donnersbergkreis
Germany,Bayern,LK Mühldorf a.Inn
Germany,Schleswig-Holstein,LK Pinneberg
Germany,Rheinland-Pfalz,LK Vulkaneifel
Germany,Nordrhein-Westfalen,LK Rhein-Sieg-Kreis
Germany,Niedersachsen,SK Osnabrück
Germany,Brandenburg,SK Cottbus
Germany,Niedersachsen,LK Osnabrück
Germany,Niedersachsen,LK Göttingen
Germany,Niedersachsen,LK Stade
Germany,Niedersachsen,LK Diepholz
Germany,Niedersachsen,LK Celle
Germany,Baden-Württemberg,SK Mannheim
Germany,Baden-Württemberg,LK Biberach
Germany,Nordrhein-Westfalen,StadtRegion Aachen
Germany,Niedersachsen,LK Gifhorn
Germany,Niedersachsen,LK Friesland
Germany,Rheinland-Pfalz,SK Pirmasens
Germany,Rheinland-Pfalz,SK Landau i.d.Pfalz
Germany,Niedersachsen,LK Ammerland
Germany,Baden-Württemberg,LK Hohenlohekreis
Germany,Niedersachsen,LK Northeim
Germany,Niedersachsen,LK Lüneburg
Germany,Baden-Württemberg,LK Rhein-Neckar-Kreis
Germany,Baden-Württemberg,LK Schwarzwald-Baar-Kreis
Germany,Niedersachsen,LK Holzminden
Germany,Nordrhein-Westfalen,SK Wuppertal
Germany,Thüringen,SK Weimar
Germany,Niedersachsen,Region Hannover
Germany,Mecklenburg-Vorpommern,LK Mecklenburgische Seenplatte
Germany,Schleswig-Holstein,LK Stormarn
Germany,Baden-Württemberg,LK Ravensburg
Germany,Hessen,LK Offenbach
Germany,Mecklenburg-Vorpommern,LK Vorpommern-Greifswald
Germany,Baden-Württemberg,LK Ostalbkreis
Germany,Baden-Württemberg,LK Lörrach
Germany,Thüringen,SK Erfurt
Germany,Nordrhein-Westfalen,SK Remscheid
Germany,Baden-Württemberg,LK Enzkreis
Germany,Berlin,SK Berlin Pankow
Germany,Sachsen,LK Vogtlandkreis
Germany,Hessen,LK Marburg-Biedenkopf
Germany,Hessen,LK Hochtaunuskreis
Germany,Hessen,LK Schwalm-Eder-Kreis
Germany,Berlin,SK Berlin Tempelhof-Schöneberg
Germany,Sachsen,LK Meißen
Germany,Niedersachsen,LK Rotenburg (Wümme)
Germany,Sachsen-Anhalt,SK Halle
Germany,Niedersachsen,LK Schaumburg
Germany,Rheinland-Pfalz,SK Koblenz
Germany,Rheinland-Pfalz,SK Frankenthal
Germany,Niedersachsen,LK Cloppenburg
Germany,Niedersachsen,LK Peine
Germany,Rheinland-Pfalz,SK Trier
Germany,Niedersachsen,LK Goslar
Germany,Niedersachsen,LK Leer
Germany,Rheinland-Pfalz,SK Mainz
Germany,Niedersachsen,LK Harburg
Germany,Niedersachsen,SK Emden
Germany,Rheinland-Pfalz,LK Südwestpfalz
Germany,Brandenburg,SK Potsdam
Germany,Baden-Württemberg,LK Main-Tauber-Kreis
Germany,Rheinland-Pfalz,LK Rhein-Hunsrück-Kreis
Germany,Rheinland-Pfalz,SK Worms
Germany,Berlin,SK Berlin Lichtenberg
Germany,Niedersachsen,SK Salzgitter
Germany,Hessen,LK Werra-Meißner-Kreis
Germany,Berlin,SK Berlin Spandau
Germany,Sachsen,LK Bautzen
Germany,Bremen,SK Bremen
Germany,Hessen,LK Main-Taunus-Kreis
Germany,Sachsen,LK Erzgebirgskreis
Germany,Hessen,LK Darmstadt-Dieburg
Germany,Hessen,LK Lahn-Dill-Kreis
Germany,Berlin,SK Berlin Mitte
Germany,Hessen,LK Hersfeld-Rotenburg
Germany,Sachsen,LK Leipzig
Germany,Nordrhein-Westfalen,SK Solingen
Germany,Thüringen,SK Jena
Germany,Berlin,SK Berlin Treptow-Köpenick
Germany,Mecklenburg-Vorpommern,LK Vorpommern-Rügen
Germany,Schleswig-Holstein,LK Segeberg
Germany,Baden-Württemberg,LK Ludwigsburg
Germany,Sachsen-Anhalt,LK Burgenlandkreis
Germany,Brandenburg,LK Märkisch-Oderland
Germany,Brandenburg,LK Barnim
Germany,Saarland,LK Neunkirchen
Germany,Hessen,SK Frankfurt am Main
Germany,Bayern,LK Bayreuth
Germany,Bayern,LK Erlangen-Höchstadt
Germany,Bayern,LK Eichstätt
Germany,Sachsen-Anhalt,LK Saalekreis
Germany,Brandenburg,LK Ostprignitz-Ruppin
Germany,Bayern,LK Augsburg
Germany,Bayern,LK Schwandorf
Germany,Bayern,LK Regen
Germany,Bayern,LK Bad Kissingen
Germany,Thüringen,LK Saalfeld-Rudolstadt
Germany,Bayern,LK Miltenberg
Germany,Bayern,LK Freyung-Grafenau
Germany,Thüringen,LK Altenburger Land
Germany,Bayern,LK Cham
Germany,Bayern,LK Lindau
Germany,Bayern,LK Berchtesgadener Land
Germany,Bayern,LK Roth
Germany,Bayern,LK Kronach
Germany,Rheinland-Pfalz,LK Alzey-Worms
Germany,Bayern,SK Erlangen
Germany,Hamburg,
Germany,Bayern,LK Landsberg a.Lech
Germany,Schleswig-Holstein,LK Nordfriesland
Germany,Rheinland-Pfalz,LK Bernkastel-Wittlich
Germany,Bayern,SK Bayreuth
Germany,Bayern,SK Schweinfurt
Germany,Thüringen,LK Wartburgkreis
Germany,Nordrhein-Westfalen,SK Duisburg
Germany,Saarland,
Germany,Rheinland-Pfalz,LK Ahrweiler
Germany,Bayern,SK Kaufbeuren
Germany,Bayern,SK Regensburg
Germany,Rheinland-Pfalz,LK Cochem-Zell
Germany,Bayern,SK Passau
Germany,Nordrhein-Westfalen,SK Bottrop
Germany,Nordrhein-Westfalen,SK Mönchengladbach
Germany,Thüringen,LK Gotha
Germany,Sachsen,
Germany,Nordrhein-Westfalen,SK Leverkusen
Germany,Rheinland-Pfalz,LK Trier-Saarburg
